Date,High,Close,Low,Open,Ind_Name,std_close,ROI,7_Days_Average_ROI,ROI_Monthly_Avg,Kurtosis,Skewness,yearly_std
2020-01-02,528.218,528.406,519.936,521.103,TUNBATIM,85.20872779713001,1.4014503850486368,-0.3174075501030309,-0.15193669087203815,4.698604354667192,0.2934809350243534,78.53807107499458
2020-01-03,533.843,526.424,524.64,528.701,TUNBATIM,85.20872779713001,-0.4306782094227254,-0.3174075501030309,-0.15193669087203815,4.698604354667192,0.2934809350243534,78.53807107499458
2020-01-06,533.096,527.208,520.657,531.503,TUNBATIM,85.20872779713001,-0.8080857492808267,-0.3174075501030309,-0.15193669087203815,4.698604354667192,0.2934809350243534,78.53807107499458
2020-01-07,527.973,520.228,519.805,527.102,TUNBATIM,85.20872779713001,-1.3041119176174676,-0.3174075501030309,-0.15193669087203815,4.698604354667192,0.2934809350243534,78.53807107499458
2020-01-08,525.16,513.092,510.583,520.647,TUNBATIM,85.20872779713001,-1.4510791380724488,-0.3174075501030309,-0.15193669087203815,4.698604354667192,0.2934809350243534,78.53807107499458
2020-01-09,520.03,516.905,511.119,513.435,TUNBATIM,85.20872779713001,0.6758401745108977,-0.3174075501030309,-0.15193669087203815,4.698604354667192,0.2934809350243534,78.53807107499458
2020-01-10,519.594,516.133,510.894,517.713,TUNBATIM,85.20872779713001,-0.3051883958872826,-0.3174075501030309,-0.15193669087203815,4.698604354667192,0.2934809350243534,78.53807107499458
2020-01-13,519.784,516.037,509.268,517.546,TUNBATIM,85.20872779713001,-0.29156828571760085,-0.14450343050575767,-0.15193669087203815,4.698604354667192,0.2934809350243534,78.53807107499458
2020-01-15,516.445,509.591,507.863,516.153,TUNBATIM,85.20872779713001,-1.2713284626845163,-0.14450343050575767,-0.15193669087203815,4.698604354667192,0.2934809350243534,78.53807107499458
2020-01-16,510.985,504.569,500.773,509.284,TUNBATIM,85.20872779713001,-0.9258095679424397,-0.14450343050575767,-0.15193669087203815,4.698604354667192,0.2934809350243534,78.53807107499458
2020-01-17,506.193,501.814,496.173,504.268,TUNBATIM,85.20872779713001,-0.48664598983079455,-0.14450343050575767,-0.15193669087203815,4.698604354667192,0.2934809350243534,78.53807107499458
2020-01-20,509.462,507.88,502.312,502.185,TUNBATIM,85.20872779713001,1.1340442267291921,-0.14450343050575767,-0.15193669087203815,4.698604354667192,0.2934809350243534,78.53807107499458
2020-01-21,514.664,511.105,505.658,507.973,TUNBATIM,85.20872779713001,0.6165682034281359,-0.14450343050575767,-0.15193669087203815,4.698604354667192,0.2934809350243534,78.53807107499458
2020-01-22,514.148,512.309,505.435,511.219,TUNBATIM,85.20872779713001,0.2132158624777199,-0.14450343050575767,-0.15193669087203815,4.698604354667192,0.2934809350243534,78.53807107499458
2020-01-23,514.609,510.669,508.213,512.707,TUNBATIM,85.20872779713001,-0.3974979861792429,-0.031611151992141186,-0.15193669087203815,4.698604354667192,0.2934809350243534,78.53807107499458
2020-01-24,512.689,512.882,509.322,512.638,TUNBATIM,85.20872779713001,0.047596939750840644,-0.031611151992141186,-0.15193669087203815,4.698604354667192,0.2934809350243534,78.53807107499458
2020-01-27,517.763,513.323,512.512,512.915,TUNBATIM,85.20872779713001,0.07954534377041332,-0.031611151992141186,-0.15193669087203815,4.698604354667192,0.2934809350243534,78.53807107499458
2020-01-28,513.129,512.637,510.426,513.284,TUNBATIM,85.20872779713001,-0.1260510750383897,-0.031611151992141186,-0.15193669087203815,4.698604354667192,0.2934809350243534,78.53807107499458
2020-01-29,519.086,513.435,508.884,513.906,TUNBATIM,85.20872779713001,-0.09165100232338282,-0.031611151992141186,-0.15193669087203815,4.698604354667192,0.2934809350243534,78.53807107499458
2020-01-30,516.219,509.413,507.596,513.924,TUNBATIM,85.20872779713001,-0.8777562441139093,-0.031611151992141186,-0.15193669087203815,4.698604354667192,0.2934809350243534,78.53807107499458
2020-01-31,514.992,515.03,509.339,509.202,TUNBATIM,85.20872779713001,1.1445359601886824,-0.031611151992141186,-0.15193669087203815,4.698604354667192,0.2934809350243534,78.53807107499458
2020-02-03,516.498,511.126,506.346,515.073,TUNBATIM,85.20872779713001,-0.7662991459463033,-0.14661366584334337,-0.18343931518176107,4.698604354667192,0.2934809350243534,78.53807107499458
2020-02-04,511.441,505.747,503.565,511.122,TUNBATIM,85.20872779713001,-1.0516080309593403,-0.14661366584334337,-0.18343931518176107,4.698604354667192,0.2934809350243534,78.53807107499458
2020-02-05,507.852,502.088,500.965,503.086,TUNBATIM,85.20872779713001,-0.19837562563855693,-0.14661366584334337,-0.18343931518176107,4.698604354667192,0.2934809350243534,78.53807107499458
2020-02-06,507.053,504.093,498.552,503.972,TUNBATIM,85.20872779713001,0.024009270356297123,-0.14661366584334337,-0.18343931518176107,4.698604354667192,0.2934809350243534,78.53807107499458
2020-02-07,504.775,504.488,501.388,504.486,TUNBATIM,85.20872779713001,0.0003964431123974798,-0.14661366584334337,-0.18343931518176107,4.698604354667192,0.2934809350243534,78.53807107499458
2020-02-10,505.318,504.425,499.072,505.076,TUNBATIM,85.20872779713001,-0.12889149355740728,-0.14661366584334337,-0.18343931518176107,4.698604354667192,0.2934809350243534,78.53807107499458
2020-02-11,506.093,506.27,499.16,500.789,TUNBATIM,85.20872779713001,1.0944729217295097,-0.14661366584334337,-0.18343931518176107,4.698604354667192,0.2934809350243534,78.53807107499458
2020-02-12,513.446,512.182,508.249,508.256,TUNBATIM,85.20872779713001,0.7724453818548221,0.12453941823484241,-0.18343931518176107,4.698604354667192,0.2934809350243534,78.53807107499458
2020-02-13,517.18,512.722,511.881,512.744,TUNBATIM,85.20872779713001,-0.004290640163521797,0.12453941823484241,-0.18343931518176107,4.698604354667192,0.2934809350243534,78.53807107499458
2020-02-14,513.562,508.851,506.425,513.794,TUNBATIM,85.20872779713001,-0.9620587239243712,0.12453941823484241,-0.18343931518176107,4.698604354667192,0.2934809350243534,78.53807107499458
2020-02-17,511.875,505.855,504.94,506.26,TUNBATIM,85.20872779713001,-0.07999841978429517,0.12453941823484241,-0.18343931518176107,4.698604354667192,0.2934809350243534,78.53807107499458
2020-02-18,511.434,511.33,506.812,506.647,TUNBATIM,85.20872779713001,0.9243121936969908,0.12453941823484241,-0.18343931518176107,4.698604354667192,0.2934809350243534,78.53807107499458
2020-02-19,511.014,509.29,505.42,510.133,TUNBATIM,85.20872779713001,-0.16525102277248502,0.12453941823484241,-0.18343931518176107,4.698604354667192,0.2934809350243534,78.53807107499458
2020-02-20,511.562,511.518,506.84,509.548,TUNBATIM,85.20872779713001,0.386617158736757,0.12453941823484241,-0.18343931518176107,4.698604354667192,0.2934809350243534,78.53807107499458
2020-02-21,518.954,518.901,510.857,511.835,TUNBATIM,85.20872779713001,1.380523020113899,0.023293339864015588,-0.18343931518176107,4.698604354667192,0.2934809350243534,78.53807107499458
2020-02-24,518.783,514.146,511.959,518.745,TUNBATIM,85.20872779713001,-0.8865627620507275,0.023293339864015588,-0.18343931518176107,4.698604354667192,0.2934809350243534,78.53807107499458
2020-02-25,514.693,508.163,508.012,514.256,TUNBATIM,85.20872779713001,-1.1848184561774606,0.023293339864015588,-0.18343931518176107,4.698604354667192,0.2934809350243534,78.53807107499458
2020-02-26,510.64,508.66,507.361,507.377,TUNBATIM,85.20872779713001,0.2528691682910371,0.023293339864015588,-0.18343931518176107,4.698604354667192,0.2934809350243534,78.53807107499458
2020-02-27,510.64,508.399,505.126,508.662,TUNBATIM,85.20872779713001,-0.051704275137513085,0.023293339864015588,-0.18343931518176107,4.698604354667192,0.2934809350243534,78.53807107499458
2020-02-28,512.567,510.166,506.169,509.546,TUNBATIM,85.20872779713001,0.12167694378917791,0.023293339864015588,-0.18343931518176107,4.698604354667192,0.2934809350243534,78.53807107499458
2020-03-02,513.791,511.865,508.6,509.161,TUNBATIM,85.20872779713001,0.5310697402196963,0.023293339864015588,-0.16945336675348954,4.698604354667192,0.2934809350243534,78.53807107499458
2020-03-03,515.246,514.928,510.324,512.339,TUNBATIM,85.20872779713001,0.5053294791144031,-0.37270261852767245,-0.16945336675348954,4.698604354667192,0.2934809350243534,78.53807107499458
2020-03-04,517.11,513.756,512.214,514.805,TUNBATIM,85.20872779713001,-0.2037664746845851,-0.37270261852767245,-0.16945336675348954,4.698604354667192,0.2934809350243534,78.53807107499458
2020-03-05,514.786,509.956,508.058,513.857,TUNBATIM,85.20872779713001,-0.7591606225078094,-0.37270261852767245,-0.16945336675348954,4.698604354667192,0.2934809350243534,78.53807107499458
2020-03-06,510.362,507.344,500.491,509.999,TUNBATIM,85.20872779713001,-0.5205892560573706,-0.37270261852767245,-0.16945336675348954,4.698604354667192,0.2934809350243534,78.53807107499458
2020-03-09,507.192,496.719,496.211,507.511,TUNBATIM,85.20872779713001,-2.126456372374201,-0.37270261852767245,-0.16945336675348954,4.698604354667192,0.2934809350243534,78.53807107499458
2020-03-10,494.068,494.182,482.899,493.705,TUNBATIM,85.20872779713001,0.0966164004820758,-0.37270261852767245,-0.16945336675348954,4.698604354667192,0.2934809350243534,78.53807107499458
2020-03-11,501.143,497.331,491.787,495.354,TUNBATIM,85.20872779713001,0.3991085163337799,-0.37270261852767245,-0.16945336675348954,4.698604354667192,0.2934809350243534,78.53807107499458
2020-03-12,499.066,489.353,489.09,498.93,TUNBATIM,85.20872779713001,-1.919507746577676,-1.6519219337759223,-0.16945336675348954,4.698604354667192,0.2934809350243534,78.53807107499458
2020-03-13,485.653,473.992,474.221,485.457,TUNBATIM,85.20872779713001,-2.3616921787099527,-1.6519219337759223,-0.16945336675348954,4.698604354667192,0.2934809350243534,78.53807107499458
2020-03-16,472.592,460.317,460.037,472.754,TUNBATIM,85.20872779713001,-2.630755107307397,-1.6519219337759223,-0.16945336675348954,4.698604354667192,0.2934809350243534,78.53807107499458
2020-03-17,459.159,447.584,447.739,459.287,TUNBATIM,85.20872779713001,-2.5480799587186174,-1.6519219337759223,-0.16945336675348954,4.698604354667192,0.2934809350243534,78.53807107499458
2020-03-18,440.882,439.085,438.271,440.93,TUNBATIM,85.20872779713001,-0.4184337649967177,-1.6519219337759223,-0.16945336675348954,4.698604354667192,0.2934809350243534,78.53807107499458
2020-03-19,443.913,434.873,433.235,439.077,TUNBATIM,85.20872779713001,-0.9574630417899385,-1.6519219337759223,-0.16945336675348954,4.698604354667192,0.2934809350243534,78.53807107499458
2020-03-23,435.01,432.01,429.237,435.176,TUNBATIM,85.20872779713001,-0.7275217383311572,-1.6519219337759223,-0.16945336675348954,4.698604354667192,0.2934809350243534,78.53807107499458
2020-03-24,435.837,435.983,425.308,432.096,TUNBATIM,85.20872779713001,0.8995686143819893,0.7174693066410296,-0.16945336675348954,4.698604354667192,0.2934809350243534,78.53807107499458
2020-03-25,442.018,439.913,437.672,437.273,TUNBATIM,85.20872779713001,0.6037418271880465,0.7174693066410296,-0.16945336675348954,4.698604354667192,0.2934809350243534,78.53807107499458
2020-03-26,447.714,443.753,437.141,440.858,TUNBATIM,85.20872779713001,0.6566740310939081,0.7174693066410296,-0.16945336675348954,4.698604354667192,0.2934809350243534,78.53807107499458
2020-03-27,452.254,450.788,445.554,445.788,TUNBATIM,85.20872779713001,1.1216093748597988,0.7174693066410296,-0.16945336675348954,4.698604354667192,0.2934809350243534,78.53807107499458
2020-03-30,459.147,459.107,457.413,458.19,TUNBATIM,85.20872779713001,0.20013531504398394,0.7174693066410296,-0.16945336675348954,4.698604354667192,0.2934809350243534,78.53807107499458
2020-03-31,466.517,466.179,458.89,458.978,TUNBATIM,85.20872779713001,1.5689205147087584,0.7174693066410296,-0.16945336675348954,4.698604354667192,0.2934809350243534,78.53807107499458
2020-04-01,475.559,472.287,470.26,472.421,TUNBATIM,85.20872779713001,-0.0283645307892779,0.7174693066410296,-0.050042544780320546,4.698604354667192,0.2934809350243534,78.53807107499458
2020-04-02,479.638,466.964,464.738,473.284,TUNBATIM,85.20872779713001,-1.335350444975954,-0.29710864723192854,-0.050042544780320546,4.698604354667192,0.2934809350243534,78.53807107499458
2020-04-03,462.538,460.797,459.056,460.372,TUNBATIM,85.20872779713001,0.09231664827574469,-0.29710864723192854,-0.050042544780320546,4.698604354667192,0.2934809350243534,78.53807107499458
2020-04-06,458.764,454.544,453.608,458.655,TUNBATIM,85.20872779713001,-0.8963164033968867,-0.29710864723192854,-0.050042544780320546,4.698604354667192,0.2934809350243534,78.53807107499458
2020-04-07,462.977,462.856,454.634,454.66,TUNBATIM,85.20872779713001,1.8026657282364775,-0.29710864723192854,-0.050042544780320546,4.698604354667192,0.2934809350243534,78.53807107499458
2020-04-08,465.139,462.613,457.557,463.437,TUNBATIM,85.20872779713001,-0.17780194503244504,-0.29710864723192854,-0.050042544780320546,4.698604354667192,0.2934809350243534,78.53807107499458
2020-04-13,464.554,464.081,458.45,463.837,TUNBATIM,85.20872779713001,0.05260468656015545,-0.29710864723192854,-0.050042544780320546,4.698604354667192,0.2934809350243534,78.53807107499458
2020-04-14,464.995,456.374,456.255,463.879,TUNBATIM,85.20872779713001,-1.6178788002905917,-0.29710864723192854,-0.050042544780320546,4.698604354667192,0.2934809350243534,78.53807107499458
