Date;High;Close;Low;Open;Ind_Name;std_close;ROI;7_Days_Average_ROI;ROI_Monthly_Avg;Kurtosis;Skewness;yearly_std
02/01/2020;3119.315;3086.899;3088.502;3119.125;"TUNINDEX""20""";361.79881579526733;-1.033174367811489;-0.5278697702778041;-0.0752756483505536;1.7778565635172214;-1.8542406926672785;121.77872588752419
03/01/2020;3084.63;3066.369;3055.654;3081.127;"TUNINDEX""20""";361.79881579526733;-0.4789805808069519;-0.5278697702778041;-0.0752756483505536;1.7778565635172214;-1.8542406926672785;121.77872588752419
06/01/2020;3083.587;3055.2;3041.887;3064.285;"TUNINDEX""20""";361.79881579526733;-0.29648025558980434;-0.5278697702778041;-0.0752756483505536;1.7778565635172214;-1.8542406926672785;121.77872588752419
07/01/2020;3057.494;3028.39;3023.036;3053.107;"TUNINDEX""20""";361.79881579526733;-0.8095687442333367;-0.5278697702778041;-0.0752756483505536;1.7778565635172214;-1.8542406926672785;121.77872588752419
08/01/2020;3034.36;3013.517;3004.628;3031.746;"TUNINDEX""20""";361.79881579526733;-0.6012706869243093;-0.5278697702778041;-0.0752756483505536;1.7778565635172214;-1.8542406926672785;121.77872588752419
09/01/2020;3020.724;3011.534;2991.602;3015.399;"TUNINDEX""20""";361.79881579526733;-0.12817540895913881;-0.5278697702778041;-0.0752756483505536;1.7778565635172214;-1.8542406926672785;121.77872588752419
10/01/2020;3016.933;3001.867;2993.032;3012.333;"TUNINDEX""20""";361.79881579526733;-0.34743834761959896;-0.5278697702778041;-0.0752756483505536;1.7778565635172214;-1.8542406926672785;121.77872588752419
13/01/2020;3013.533;3009.534;2995.173;2999.596;"TUNINDEX""20""";361.79881579526733;0.3313112832528148;0.2041977583747588;-0.0752756483505536;1.7778565635172214;-1.8542406926672785;121.77872588752419
15/01/2020;3023.184;3016.754;3009.381;3013.406;"TUNINDEX""20""";361.79881579526733;0.1111035154240735;0.2041977583747588;-0.0752756483505536;1.7778565635172214;-1.8542406926672785;121.77872588752419
16/01/2020;3031.893;3026.954;3013.52;3015.472;"TUNINDEX""20""";361.79881579526733;0.38076957769795144;0.2041977583747588;-0.0752756483505536;1.7778565635172214;-1.8542406926672785;121.77872588752419
