Date,Valeur,Price,Open,High,Low,Vol.,Change %
11/15/2021,ICF,78,77,78,77,0.51K,0.00%
11/12/2021,ICF,78,79.95,79.95,78,0.05K,1.26%
11/11/2021,ICF,77.03,79.44,79.44,77.03,0.01K,0.04%
11/10/2021,ICF,77,79.97,79.97,77,0.73K,-2.59%
11/09/2021,ICF,79.05,77.51,80,77.5,0.89K,1.35%
11/08/2021,ICF,78,80,80,77.99,1.27K,-2.50%
11/05/2021,ICF,80,80.99,80.99,80,0.09K,-1.23%
11/04/2021,ICF,81,81.5,81.9,81,0.89K,-1.10%
11/03/2021,ICF,81.9,81.9,81.9,81.51,0.22K,-1.06%
11/02/2021,ICF,82.78,81.91,82.78,81.6,0.42K,-0.20%
11/01/2021,ICF,82.95,82.2,83.45,82,1.33K,0.90%
10/29/2021,ICF,82.21,83.88,83.88,81.02,0.06K,-0.83%
10/28/2021,ICF,82.9,83.9,83.9,81.02,0.07K,-1.07%
10/27/2021,ICF,83.8,84.49,84.59,81,0.02K,-0.06%
10/26/2021,ICF,83.85,83.1,84.75,80.03,0.16K,2.91%
10/25/2021,ICF,81.48,80.87,84.9,80.87,0.25K,0.87%
10/22/2021,ICF,80.78,81.88,81.88,76.97,1.16K,-1.34%
10/21/2021,ICF,81.88,87.1,87.15,81.88,1.19K,-5.99%
10/20/2021,ICF,87.1,87.15,87.15,87.1,0.04K,-0.08%
10/19/2021,ICF,87.17,87.17,87.18,87.09,0.90K,-0.02%
10/14/2021,ICF,87.19,85.75,87.35,85.75,0.05K,-0.35%
10/13/2021,ICF,87.5,87.49,88,87.48,0.03K,1.76%
10/12/2021,ICF,85.99,86.9,86.9,85.51,0.44K,0.33%
10/11/2021,ICF,85.71,86,86.85,85.7,0.30K,-1.37%
10/08/2021,ICF,86.9,87,87,86,0.56K,0.46%
10/07/2021,ICF,86.5,86,87,86,4.82K,0.58%
10/06/2021,ICF,86,87.5,87.5,85,0.61K,-1.71%
10/05/2021,ICF,87.5,88,88,86,1.41K,1.16%
10/04/2021,ICF,86.5,86,87.5,86,1.51K,0.58%
10/01/2021,ICF,86,88.5,88.5,86,1.76K,-3.91%
09/30/2021,ICF,89.5,88.02,89.6,87.5,2.75K,1.69%
09/29/2021,ICF,88.01,89.11,90.8,88.01,0.73K,-3.18%
09/28/2021,ICF,90.9,87.98,91.5,87.11,2.54K,3.54%
09/27/2021,ICF,87.79,87.01,87.98,87.01,1.35K,0.34%
09/24/2021,ICF,87.49,86,87.49,86,4.62K,-0.35%
09/23/2021,ICF,87.8,88,88,86,1.10K,-1.35%
09/22/2021,ICF,89,92,92.45,87.25,4.99K,-3.67%
09/21/2021,ICF,92.39,92.5,92.5,91.1,1.81K,-1.70%
09/20/2021,ICF,93.99,93.98,94.5,91.91,5.67K,3.43%
09/17/2021,ICF,90.87,90.87,90.87,90,3.74K,6.00%
09/16/2021,ICF,85.73,80.91,85.73,80.91,7.46K,6.00%
09/15/2021,ICF,80.88,78.39,81.2,78.39,2.86K,3.19%
09/14/2021,ICF,78.38,78.01,78.38,77,1.15K,0.49%
09/13/2021,ICF,78,73.94,78.38,73.94,0.89K,5.48%
09/10/2021,ICF,73.95,73.96,73.96,73,0.19K,-0.03%
09/09/2021,ICF,73.97,73,73.97,72,0.73K,0.65%
09/08/2021,ICF,73.49,73,73.49,73,0.37K,0.00%
09/07/2021,ICF,73.49,72.1,73.5,71.5,0.31K,-0.01%
09/02/2021,ICF,73.5,72.3,73.98,72.3,0.04K,0.68%
09/01/2021,ICF,73,73,73,73,0.02K,-1.35%
08/31/2021,ICF,74,74,74,74,0.05K,0.00%
08/30/2021,ICF,74,74,74,74,0.01K,1.37%
08/27/2021,ICF,73,73,73,73,0.04K,-2.67%
08/26/2021,ICF,75,75,75,75,0.01K,-1.06%
08/24/2021,ICF,75.8,74,75.8,73.57,0.02K,-0.05%
08/23/2021,ICF,75.84,75.84,75.84,74.84,0.10K,0.05%
08/20/2021,ICF,75.8,75.8,75.8,75.8,0.01K,-0.05%
08/19/2021,ICF,75.84,75,75.84,75,0.14K,0.85%
08/18/2021,ICF,75.2,74.9,75.2,72.66,0.01K,0.40%
08/17/2021,ICF,74.9,74.95,75,74.9,0.16K,-0.07%
08/16/2021,ICF,74.95,74.5,74.95,74.5,0.18K,0.00%
08/12/2021,ICF,74.95,72.9,74.95,72.9,0.18K,2.67%
08/06/2021,ICF,73,72,73,72,0.24K,0.00%
08/05/2021,ICF,73,70.01,73,70,0.14K,1.96%
08/04/2021,ICF,71.6,71.6,71.6,71.6,0.08K,-0.14%
07/30/2021,ICF,71.7,71.7,71.7,71.7,0.32K,0.00%
07/29/2021,ICF,71.7,71.7,71.7,71.7,0.15K,0.00%
07/27/2021,ICF,71.7,71.69,71.7,71.69,0.03K,2.65%
07/26/2021,ICF,69.85,70.21,70.21,69.85,0.13K,-2.72%
07/23/2021,ICF,71.8,71.8,71.8,71.8,0.15K,0.00%
07/22/2021,ICF,71.8,71.8,71.9,71.8,0.15K,-0.14%
07/16/2021,ICF,71.9,70.26,71.9,70.26,0.08K,2.42%
07/15/2021,ICF,70.2,70.26,71.9,70.2,0.19K,-2.36%
07/13/2021,ICF,71.9,71.9,71.9,71.9,0.00K,-0.14%
07/07/2021,ICF,72,72.39,73,72,0.20K,-0.54%
07/06/2021,ICF,72.39,72.39,72.39,72.39,0.01K,0.00%
07/02/2021,ICF,72.39,72.39,72.39,72.39,0.00K,-0.15%
06/30/2021,ICF,72.5,72,72.5,72,0.03K,0.71%
06/29/2021,ICF,71.99,71.99,71.99,71.99,0.00K,-0.26%
06/28/2021,ICF,72.18,72.18,72.18,72.18,0.00K,-0.29%
06/25/2021,ICF,72.39,69.84,72.39,69.84,0.19K,0.54%
06/23/2021,ICF,72,72.49,72.5,70,0.03K,0.00%
